recommendation_id,user_id,product_id,product_title,category,brand,recommendation_score,recommendation_reason,recommended_at,clicked,purchased
REC00000284,U000019,1053733,I Love You Dad Design Mug 9.5 X 7.5 X 1 Cm,Dinnerware,Ethnic Darzi,0.61,Price drop alert,2025-12-01 03:10:21,True,False
REC00000285,U000019,948892,"Party Perfect Handle Beer Glasses & Mugs: Making Every Moment, Transparent, Clear, Size -13.5 X 12.5 X 9.5 Cm, Pack Of 5, Capacity - 550 Ml",Bar Necessities,Afast,0.96,Popular in your area,2025-12-01 01:10:21,True,True
REC00000286,U000019,1012775,Lifestyle Shri Shivay Namastubhayam Wall Hanging For Home Decoration Wall Decor Items (multicolor ),Wall Accents,PRAKRITI,0.78,Trending now,2025-12-01 17:10:21,False,False
REC00000287,U000019,949860,"Celebrate Special Times With Party Perfect Whisky Glasses! Cheers To Fun Moments, Clear, Capacity - 250 Ml, Pack Of 11, Size - 8.5 X 8.5 X 9.5 Cm",Bar Necessities,Afast,0.82,Price drop alert,2025-12-01 22:10:21,False,False
REC00000288,U000019,1012775,Lifestyle Shri Shivay Namastubhayam Wall Hanging For Home Decoration Wall Decor Items (multicolor ),Wall Accents,PRAKRITI,0.87,Price drop alert,2025-11-30 22:10:21,False,False
REC00000289,U000019,717137,Grey Colorblocked Gym Vest For Men,Innerwear,TRIPR,0.92,Similar to your past purchases,2025-12-01 03:10:21,False,False
REC00000290,U000019,949038,"Timeless Glass Designs For Every Occasion, 300 Ml, Capacity, Pack Of 9, Size: 14 X 7.5 X 7.5 Cm",Bar Necessities,Afast,0.72,Price drop alert,2025-12-01 13:10:21,True,False
REC00000291,U000019,1053248,Unisex Off White Captain America Embroidered Baseball Cap,Caps,Bewakoof,0.94,Based on your browsing history,2025-12-02 22:10:21,True,False
REC00000292,U000019,717137,Grey Colorblocked Gym Vest For Men,Innerwear,TRIPR,0.78,Popular in your area,2025-12-03 04:10:21,False,False
REC00000293,U000019,1040453,Men Anya Forger Blue Oversized Graphic T-shirt,Oversized Tees,Crazymonk,0.76,Within your popCoin balance,2025-12-01 22:10:21,False,True
REC00000294,U000019,717137,Grey Colorblocked Gym Vest For Men,Innerwear,TRIPR,0.66,Similar to your past purchases,2025-12-03 08:10:21,False,True
REC00000295,U000020,899607,"Cool Glass Ash Tray: Sleek Design For Ashes With Style 13 X 13 X 3.5 Cm, Pack Of 4",Serveware,Afast,0.92,Popular in your area,2025-12-01 11:10:21,False,True
REC00000296,U000020,818766,Women's Blue Don't Talk To Me Graphic Printed Relaxed Fit T-shirt,Graphic Tees,Bewakoof,0.97,Based on your browsing history,2025-12-02 01:10:21,True,False
REC00000297,U000020,949012,"Timeless Glass Designs For Every Occasion, 350 Ml, Capacity, Pack Of 6, Size: 12 X 7 X 7 Cm",Bar Necessities,Afast,0.96,Similar to your past purchases,2025-12-02 13:10:21,False,False
REC00000298,U000020,1053733,I Love You Dad Design Mug 9.5 X 7.5 X 1 Cm,Dinnerware,Ethnic Darzi,0.69,Popular in your area,2025-12-02 19:10:21,False,False
REC00000299,U000020,950140,"Timeless Glass Designs For Every Occasion, 200 Ml, Capacity, Pack Of 12, Size: 12 X 6.5 X 6.5 Cm",Bar Necessities,Afast,0.73,Similar to your past purchases,2025-12-03 06:10:21,True,True
REC00000300,U000020,134472,Organic Cotton Stretch Chino In Beige- Slim Fit,Trousers,SUBTRACT,0.91,Based on your browsing history,2025-12-02 21:10:21,False,False
REC00000301,U000020,134472,Organic Cotton Stretch Chino In Beige- Slim Fit,Trousers,SUBTRACT,0.96,Price drop alert,2025-12-02 21:10:21,True,True
REC00000302,U000020,949012,"Timeless Glass Designs For Every Occasion, 350 Ml, Capacity, Pack Of 6, Size: 12 X 7 X 7 Cm",Bar Necessities,Afast,0.67,Popular in your area,2025-12-02 03:10:21,False,False
REC00000303,U000020,1012775,Lifestyle Shri Shivay Namastubhayam Wall Hanging For Home Decoration Wall Decor Items (multicolor ),Wall Accents,PRAKRITI,0.82,Based on your browsing history,2025-12-02 19:10:21,False,False
REC00000304,U000020,243944,Men Originals White Block Collar Neck Printed T-shirts,Polos,The Souled Store,0.62,Within your popCoin balance,2025-12-03 06:10:21,True,True
REC00000305,U000020,1053640,"Bring Your Own Mug Illustration Printed Ceramic Coffee Mug 350 Ml, White 9.5 X 7.5 X 1 Cm",Dinnerware,Ethnic Darzi,0.96,Popular in your area,2025-12-01 14:10:21,False,True
REC00000306,U000020,787062,Womens Boxy Regular Embroidery Crew Neck Tshirt,Tees,DILLINGER,0.83,Within your popCoin balance,2025-11-30 21:10:21,True,False
REC00000307,U000020,428848,Men's Pink Heathered Korean Oversized Shirt,Casuals,Campus Sutra,0.63,Within your popCoin balance,2025-12-02 07:10:21,True,True
REC00000308,U000020,949012,"Timeless Glass Designs For Every Occasion, 350 Ml, Capacity, Pack Of 6, Size: 12 X 7 X 7 Cm",Bar Necessities,Afast,0.84,Price drop alert,2025-12-02 04:10:21,True,False
REC00000309,U000020,1053733,I Love You Dad Design Mug 9.5 X 7.5 X 1 Cm,Dinnerware,Ethnic Darzi,0.73,Popular in your area,2025-12-01 04:10:21,False,False
REC00000310,U000020,949038,"Timeless Glass Designs For Every Occasion, 300 Ml, Capacity, Pack Of 9, Size: 14 X 7.5 X 7.5 Cm",Bar Necessities,Afast,0.72,Price drop alert,2025-12-01 13:10:21,False,False
